30,7
37,8
41,10
54,10
67,10
72,10
82,10
93,10
98,11
100,11
109,13
113,13
125,13
128,13
135,13
138,13
144,14
149,14
147,14
154,14
159,14
156,15
154,15
156,15
157,17
161,17
160,17
164,17
167,17
168,19
167,19
170,19
166,20
162,21
161,22
160,22
159,22
154,22
156,22
151,24
150,24
146,24
143,24
143,25
144,26
147,27
141,28
132,29
130,30
131,30
126,31
121,32
119,32
124,32
124,32
121,34
112,35
114,36
115,39
111,40
105,42
106,42
102,43
93,46
90,48
88,49
87,49
85,51
81,53
80,55
76,56
69,57
72,57
72,58
70,59
71,59
74,60
79,61
87,62
79,63
80,63
83,63
85,63
88,62
91,62
89,62
97,62
96,61
95,61
102,60
103,59
103,58
102,58
102,58
107,58
111,58
114,57
115,57
115,57
109,57
98,56
101,56
114,55
119,55
118,55
123,55
127,56
124,57
121,58
122,58
114,59
109,57
104,56
104,58
105,55
99,56
95,57
89,56
86,55
82,59
81,60
79,61
75,63
71,62
69,60
69,62
61,63
57,65
58,65
64,65
66,68
69,67
67,66
67,65
78,65
80,65
79,65
77,66
75,66
73,66
73,66
77,66
84,66
95,66
101,66
104,66
103,65
99,65
102,65
101,65
105,64
111,64
113,63
106,63
108,62
113,62
107,62
106,62
114,62
115,60
115,59
111,59
107,59
106,59
108,58
101,57
98,57
102,55
109,55
112,55
115,54
122,52
120,50
119,49
114,50
112,46
115,45
117,44
113,44
111,43
110,44
109,43
110,45
115,45
111,45
110,45
98,46
97,46
97,47
100,46
99,46
91,47
94,47
90,49
88,50
79,50
79,50
80,50
77,51
80,51
86,52
90,53
92,53
98,52
102,54
105,55
109,57
110,59
110,59
105,62
102,62
99,63
87,64
77,68
68,67
66,69
64,71
65,71
63,72
66,72
73,72
78,72
88,70
88,69
89,72
92,70
94,70
99,71
107,71
108,70
108,70
102,70
105,69
105,67
106,67
104,66
101,64
98,63
96,62
97,62
94,63
99,64
96,64
96,63
101,62
101,62
102,62
102,62
103,62
101,59
99,57
98,58
102,55
102,54
104,53
101,51
106,49
110,49
109,49
109,47
107,45
111,45
117,45
114,45
112,45
108,47
101,47
98,47
92,46
91,47
86,49
78,50
75,50
80,47
78,48
75,49
78,50
81,49
78,49
85,51
80,52
76,53
82,52
80,51
79,50
77,54
71,56
76,58
75,57
77,58
70,57
69,57
67,58
65,58
71,56
72,57
68,57
65,57
66,59
80,59
82,59
78,58
80,59
78,60
87,61
90,61
95,61
96,61
101,60
99,60
99,60
98,61
101,61
101,61
108,61
107,62
102,63
101,62
100,63
101,62
98,62
96,61
110,60
113,59
113,60
111,60
101,61
105,61
94,62
89,64
92,65
83,66
80,65
76,64
75,65
73,63
69,62
70,63
72,61
72,61
66,62
60,63
53,64
53,62
47,59
51,62
53,62
51,61
50,62
51,63
52,63
47,64
46,64
49,64
57,64
58,65
59,65
55,65
54,65
58,65
55,66
52,65
52,66
58,66
64,66
63,67
68,67
72,66
72,67
74,69
76,69
76,68
75,69
73,68
76,68
74,68
78,68
78,69
82,68
82,69
86,69
86,69
87,69
88,69
83,69
83,70
81,70
83,70
85,70
86,69
88,69
93,69
93,69
93,69
93,69
91,69
93,69
93,69
95,69
95,68
94,66
97,66
95,65
96,65
96,64
94,65
94,65
92,65
94,65
93,65
91,65
90,65
91,65
92,62
96,62
97,62
100,61
98,61
103,59
103,60
104,59
102,59
104,58
105,58
107,57
104,56
106,56
103,55
107,53
109,53
105,54
102,54
101,55
104,55
102,56
96,55
96,53
95,53
101,53
99,52
99,54
96,54
95,54
88,55
93,55
90,56
88,57
87,58
71,60
65,61
62,60
63,58
67,59
67,58
70,57
70,57
71,58
81,57
82,56
80,57
73,58
79,57
78,57
74,56
77,58
80,56
79,55
81,55
80,56
80,57
75,57
82,57
81,58
81,58
84,58
79,59
81,59
83,60
78,60
83,59
83,61
86,61
80,61
78,62
80,62
75,62
70,63
68,62
72,62
75,63
74,63
76,63
79,63
80,62
78,62
80,62
82,61
80,62
81,62
85,62
85,62
93,61
93,60
93,60
93,60
94,60
93,60
94,60
95,60
95,59
98,59
97,57
95,57
97,57
97,57
96,57
96,59
100,59
100,59
99,59
95,58
99,57
99,56
102,56
100,56
102,53
105,53
107,53
110,53
113,53
111,52
108,51
107,51
108,51
106,52
103,50
104,49
103,49
100,48
94,48
96,49
99,48
99,48
100,48
99,49
95,49
101,49
99,48
97,49
105,49
104,49
102,48
101,49
104,50
105,52
102,51
98,50
96,49
92,49
95,48
91,48
87,49
93,49
87,49
84,49
83,49
81,51
80,51
80,53
74,56
67,56
66,55
65,53
67,52
65,53
61,53
63,54
61,55
58,56
56,57
57,57
59,57
64,55
67,55
68,56
72,56
72,56
69,56
72,56
73,54
71,54
71,53
75,54
79,54
84,53
84,53
85,53
89,53
97,53
97,54
101,54
103,53
105,53
108,53
111,53
115,55
117,55
117,55
114,54
109,54
107,54
107,54
105,55
100,56
102,55
102,56
104,56
104,56
104,56
105,57
109,57
101,58
99,58
103,58
107,59
106,59
104,59
104,59
101,58
95,58
89,60
89,59
93,59
83,59
85,59
86,59
88,58
76,58
77,59
77,60
76,59
76,57
73,59
72,59
73,58
76,58
77,55
71,56
69,58
71,57
71,57
75,55
78,55
75,56
77,54
80,54
79,53
75,51
76,50
75,51
76,52
75,51
75,49
73,49
78,49
89,49
88,49
88,49
87,49
87,49
92,49
90,50
92,51
91,51
89,51
94,50
102,50
106,50
105,50
102,49
97,47
99,47
92,47
96,48
99,48
94,48
93,48
90,49
86,49
83,50
85,50
85,51
80,51
78,50
76,50
76,52
75,52
73,53
74,52
77,51
76,52
71,51
74,52
77,51
78,53
75,54
77,54
84,54
85,55
87,55
80,56
84,57
84,57
92,56
94,56
91,56
91,57
86,56
85,56
86,56
88,57
94,57
96,55
99,54
101,54
107,53
110,50
111,51
116,51
117,51
121,51
116,50
117,50
121,50
114,51
116,51
111,52
111,51
108,54
112,53
112,52
108,54
97,54
94,54
93,57
91,58
88,58
85,59
88,57
81,56
78,56
83,56
85,56
87,57
90,55
95,54
97,54
95,55
92,55
90,55
93,54
93,54
87,55
85,56
86,56
91,57
99,56
102,56
100,56
100,56
102,56
102,56
100,58
99,61
99,60
104,59
111,59
111,60
111,59
103,58
106,59
102,59
100,60
94,62
86,63
82,65
80,65
80,65
82,66
76,68
75,66
72,67
70,70
60,73
50,72
43,74
35,75
35,76
33,77
31,79
31,78
42,78
50,77
53,78
57,77
55,78
55,75
58,73
65,73
69,71
77,71
78,71
82,69
77,69
84,69
86,69
83,71
84,71
91,70
86,71
85,70
81,71
82,70
84,70
84,70
77,70
72,71
70,69
64,67
65,67
67,68
74,68
68,68
63,68
61,71
58,71
61,70
58,70
61,70
57,71
51,71
48,73
48,72
46,71
43,71
43,68
38,67
41,69
37,68
35,69
33,68
34,68
30,66
34,68
45,69
44,72
48,72
61,72
66,70
74,70
83,69
88,69
85,69
85,67
88,67
86,67
89,68
89,67
85,71
81,71
78,71
80,70
75,73
73,73
75,73
67,75
60,74
62,76
63,77
60,77
64,77
70,77
75,77
73,78
78,78
79,77
81,77
77,76
74,77
70,75
71,75
62,73
63,71
66,67
70,69
67,67
68,67
70,67
66,65
61,67
63,65
69,64
61,66
56,67
57,67
66,68
69,68
69,68
68,69
71,71
80,69
85,68
77,69
72,69
75,69
71,68
72,67
74,66
70,68
73,70
77,69
73,69
69,70
66,71
70,66
78,66
84,67
81,69
78,69
83,68
79,69
76,67
82,66
82,68
78,68
79,68
79,68
84,69
77,69
79,69
76,70
81,69
87,69
86,67
86,68
84,67
83,66
87,67
86,67
90,67
91,65
96,65
100,65
101,63
102,63
110,60
109,60
111,59
112,57
113,57
112,56
112,57
111,58
111,58
110,58
107,57
104,55
105,55
104,55
107,54
