34,7
48,7
63,7
74,7
78,7
84,7
95,7
109,7
118,7
119,7
128,7
136,7
141,7
144,7
146,7
150,7
158,7
164,7
171,7
174,7
176,7
181,7
182,7
186,7
187,7
188,7
189,7
195,7
199,7
200,7
206,7
211,7
216,7
218,7
219,7
223,7
227,7
231,7
234,7
238,7
241,7
245,7
250,7
255,7
256,7
258,7
263,7
266,7
269,7
272,7
274,7
277,7
281,7
282,7
287,7
292,7
295,7
297,7
301,7
304,7
307,7
308,7
309,7
312,7
317,7
319,7
320,7
321,7
324,7
325,7
331,7
335,7
339,7
340,7
341,7
344,7
343,7
349,7
349,7
350,7
351,7
351,7
354,7
355,7
354,7
356,7
359,7
364,7
364,7
364,7
365,7
370,7
376,7
375,7
378,7
379,7
378,7
379,7
381,7
384,7
387,7
388,7
390,7
392,7
394,7
393,7
395,7
397,7
399,7
400,7
401,7
399,7
399,7
400,7
401,7
401,7
408,7
410,7
412,7
412,7
411,7
411,7
411,7
411,7
413,7
414,7
415,7
416,7
417,7
417,7
419,7
419,7
422,7
424,7
424,7
423,7
424,7
425,7
426,7
426,7
426,7
424,7
424,7
426,7
427,7
427,7
428,7
429,7
432,7
433,7
434,7
436,7
437,7
438,7
439,7
440,7
441,7
442,7
444,7
446,7
447,7
447,7
447,7
449,7
451,7
451,7
452,7
452,7
452,7
454,7
458,7
458,7
458,7
461,7
461,7
462,7
462,7
461,7
461,7
464,7

